,tick,institutional,shares_outstanding,value_holdings,increased_positions_holders,increased_positions_shares,decreased_positions_holders,decreased_positions_shares,held_positions_holders,total_positions_shares,new_positions_holders,new_positions_shares,sold_positions_holders,sold_positions_shares
2295,MDB,90.87 %,66,"$29,999",274,"5,475,005",188,"3,946,810",545,"60,134,822",91,"1,372,683",46,"733,891"
2296,MDGL,64.50 %,17,$905,56,"1,120,756",69,"1,408,288",158,"11,027,497",8,"108,722",26,"805,077"
2297,MDGS,0.02 %,477,$0,2,"36,908",7,"319,268",13,"95,014",1,"22,953",5,"301,424"
2298,MDIA,13.97 %,3,$2,5,"60,489",6,"161,906",22,"431,101",3,"18,538",3,"146,624"
2299,MDJH,0.33 %,12,$0,0,0,4,"32,134",4,"38,647",0,0,2,"17,508"
2300,MDNA,5.64 %,54,$6,13,"292,121",12,"2,260,687",32,"3,045,786",7,"217,962",7,"2,202,287"
2301,MDRR,7.47 %,16,$1,8,"359,968",6,"521,411",20,"1,215,083",6,"183,182",3,"124,922"
2302,MDRX,106.10 %,123,"$2,271",76,"5,784,834",136,"14,115,669",262,"130,049,002",28,"1,348,189",39,"1,544,981"
2303,MDVL,81.87 %,33,$50,30,"872,160",12,"2,408,601",57,"26,894,335",12,"420,918",8,"1,238,369"
2304,MDWD,12.98 %,27,$9,11,"979,619",13,"1,247,969",31,"3,537,362",6,"798,711",5,"229,010"
2305,MDWT,27.64 %,4,$14,7,"117,694",16,"91,870",32,"1,033,108",1,"14,550",8,"40,723"
2306,MDXG,48.99 %,112,$424,64,"3,589,624",61,"5,602,699",165,"54,938,082",29,"1,514,658",22,"1,760,356"
2307,ME,25.67 %,124,$280,60,"6,955,284",44,"23,259,539",120,"31,752,688",38,"5,453,029",28,"20,926,411"
2308,MEAC,50.26 %,18,$89,17,"9,067,358",0,0,17,"9,067,358",17,"9,067,358",0,0
2309,MEACU,38.64 %,18,$70,22,"6,972,027",0,0,22,"6,972,027",22,"6,972,027",0,0
2310,MEACW,09/30/2021,"866,250",$463,09/30/2021,"666,250",New,$356,New,$253,09/30/2021,"275,126",New,$147
2311,MEDP,80.72 %,36,"$6,168",174,"2,871,856",137,"1,675,104",359,"29,011,656",39,"322,920",20,"181,876"
2312,MEDS,6.46 %,8,$2,9,"80,388",4,"62,252",14,"527,336",2,"15,070",3,"62,028"
2313,MEIP,70.90 %,113,$219,34,"4,519,494",51,"3,714,494",117,"79,923,119",8,"89,697",9,"179,143"
2314,MEKA,72.21 %,25,$234,33,"18,051,703",0,0,33,"18,051,703",33,"18,051,703",0,0
2315,MELI,78.37 %,50,"$50,816",435,"2,811,262",396,"2,795,196",997,"39,545,827",109,"446,104",63,"491,263"
2316,MEOAU,78.16 %,13,$103,25,"9,887,312",0,0,25,"9,887,312",25,"9,887,312",0,0
2317,MEOH,69.59 %,76,"$2,309",74,"5,624,996",53,"2,593,056",151,"52,816,923",25,"561,512",14,"518,158"
2318,MERC,75.70 %,66,$559,58,"4,461,532",53,"2,396,443",134,"49,987,822",13,"2,632,961",12,"567,517"
2319,MESA,56.52 %,36,$156,50,"2,287,811",58,"4,031,243",124,"20,286,640",12,"276,798",20,"618,778"
2320,MESO,2.74 %,130,$23,12,"628,925",25,"1,054,385",52,"3,551,252",3,"11,251",11,"867,554"
2321,METC,69.61 %,44,$367,44,"2,822,098",17,"642,060",72,"30,702,621",34,"2,345,929",7,"378,886"
2322,METX,0.49 %,341,$1,6,"758,246",16,"1,670,461",22,"1,655,543",4,"427,280",11,"1,102,058"
2323,METXW,09/30/2021,"286,566",$108,09/30/2021,"347,693",0%,$66,New,$61,09/30/2021,0,Sold Out,
2324,MEUSW,09/30/2021,"26,319","$4,633",09/30/2021,"466,622",100.957%,"$1,022",0%,$854,09/30/2021,"381,538",205.23%,$836
2325,MF,5.05 %,620,$156,9,"23,971,143",14,"2,747,651",24,"31,302,092",8,"23,045,562",13,"2,673,016"
2326,MFH,0.01 %,"3,473",$1,5,"181,002",5,"101,002",12,"300,566",3,"178,360",1,"11,070"
2327,MFIN,22.45 %,25,$45,18,"390,054",16,"295,521",53,"5,631,253",6,"79,001",3,331
2328,MGEE,50.17 %,36,"$1,411",70,"485,805",64,"416,729",188,"18,144,462",16,"67,420",8,"28,727"
2329,MGI,69.26 %,92,$377,86,"15,697,047",60,"11,910,806",172,"63,503,481",24,"3,226,160",21,"2,542,669"
2330,MGIC,18.39 %,49,$207,26,"512,998",24,"461,123",66,"9,015,714",5,"78,771",3,"147,546"
2331,MGLN,98.72 %,26,"$2,465",65,"3,703,363",91,"4,234,756",194,"25,995,675",15,"43,185",18,"1,919,222"
2332,MGNI,67.90 %,132,"$1,725",153,"14,019,465",111,"9,049,510",319,"89,502,531",55,"3,175,122",41,"2,563,154"
2333,MGNX,94.58 %,61,"$1,096",63,"5,975,155",71,"5,295,924",168,"57,939,502",18,"653,863",14,"2,649,846"
2334,MGPI,76.69 %,22,"$1,252",71,"901,804",78,"712,113",193,"16,844,934",16,"88,425",15,"104,838"
2335,MGRC,84.08 %,24,"$1,638",71,"1,515,551",87,"1,443,871",192,"20,386,645",14,"250,941",25,"464,051"
2336,MGTA,58.80 %,59,$225,45,"3,573,897",44,"3,131,021",110,"34,561,857",15,"942,852",20,"984,887"
2337,MGTX,68.44 %,44,$559,28,"3,257,498",38,"472,754",85,"30,420,255",6,"2,972,541",5,"120,358"
2338,MGYR,25.20 %,7,$21,16,"1,153,541",3,"31,789",19,"1,788,791",7,"1,069,464",2,"31,524"
2339,MHLD,26.19 %,86,$71,24,"796,073",27,"1,572,408",65,"22,637,813",8,"304,455",12,"529,640"
2340,MICT,7.89 %,122,$12,10,"411,882",12,"1,517,905",27,"9,657,939",3,"192,230",8,"1,315,550"
2341,MIDD,106.55 %,56,"$10,959",173,"6,073,498",157,"4,758,255",411,"59,267,521",48,"3,136,896",45,"1,645,798"
2342,MIGI,2.47 %,69,$19,8,"1,705,057",0,0,8,"1,705,057",8,"1,705,057",0,0
2343,MILE,51.52 %,128,$169,62,"14,673,491",41,"13,612,962",120,"65,807,204",24,"9,315,189",20,"4,696,875"
2344,MILEW,09/30/2021,"6,520",$622,09/30/2021,"558,296",0%,$145,0%,$84,09/30/2021,"266,666",0%,$69
2345,MIME,87.64 %,66,"$4,543",168,"11,827,896",92,"9,074,753",279,"58,188,864",76,"1,923,841",25,"2,512,795"
2346,MIND,30.73 %,14,$7,7,"189,845",7,"641,867",27,"4,233,228",3,"55,584",1,"13,362"
2347,MINM,9.82 %,46,$6,19,"4,503,403",0,0,19,"4,503,403",19,"4,503,403",0,0
2348,MIRM,77.18 %,31,$328,38,"1,796,695",28,"1,647,905",81,"23,551,987",15,"1,088,479",8,"1,107,714"
2349,MIRO,15.74 %,20,$20,9,"127,313",14,"329,061",27,"3,155,486",6,"28,452",8,"237,858"
2350,MIST,66.77 %,30,$122,6,"301,987",14,"494,921",29,"19,945,649",2,"124,063",3,"52,318"
2351,MITA,40.34 %,15,$59,20,"6,051,026",0,0,20,"6,051,026",20,"6,051,026",0,0
2352,MITC,1.52 %,12,$1,9,"75,879",3,"135,214",12,"188,334",7,"59,822",3,"135,214"
2353,MITK,67.95 %,44,$511,86,"3,182,648",74,"3,054,188",191,"29,912,864",25,"1,699,231",19,"837,795"
2354,MITO,0.13 %,691,$1,7,"68,320",6,"148,940",16,"900,991",4,"62,778",2,"100,414"
2355,MKD,1.34 %,493,$2,6,"1,562,936",4,"370,548",13,"6,614,118",5,"1,559,949",4,"370,548"
2356,MKSI,96.69 %,55,"$8,609",190,"6,421,235",189,"5,457,925",442,"53,624,427",65,"2,035,556",67,"754,811"
2357,MKTW,50.07 %,25,$90,32,"10,272,768",63,"32,321,983",95,"12,594,458",24,"8,016,580",51,"24,545,952"
2358,MKTWW,09/30/2021,"639,748","$11,929",09/30/2021,"805,776",-24.491%,$902,-4.66%,$573,09/30/2021,"373,451",1032.974%,$418
2359,MKTX,98.65 %,38,"$13,607",225,"2,554,956",264,"1,756,040",570,"37,511,928",31,"209,640",67,"384,934"
2360,MLAB,91.39 %,5,"$1,505",94,"273,732",60,"216,036",185,"4,775,449",28,"62,692",13,"15,917"
2361,MLACW,09/30/2021,0,$356,09/30/2021,"569,372",38.061%,$313,0%,$186,09/30/2021,"246,855",-3.258%,$136
2362,MLCO,13.22 %,"1,432","$2,089",126,"35,148,323",116,"33,576,009",292,"189,248,962",32,"2,071,691",42,"12,419,163"
2363,MLKN,91.97 %,76,"$2,924",132,"10,724,688",186,"12,705,757",363,"69,688,567",28,"5,939,914",84,"5,988,052"
2364,MLVF,58.01 %,8,$73,7,"101,743",14,"155,008",31,"4,421,526",1,316,0,0
2365,MMAT,13.66 %,281,$144,74,"25,423,688",30,"5,031,894",116,"38,416,840",29,"1,209,861",24,"1,423,467"
2366,MMLP,32.94 %,39,$35,16,"789,939",15,"1,263,354",43,"12,780,816",6,"124,342",7,"7,153"
2367,MMMB,5.55 %,36,$4,23,"1,981,778",0,0,23,"1,981,778",23,"1,981,778",0,0
2368,MMSI,96.56 %,56,"$3,733",119,"2,936,235",105,"2,033,542",275,"54,516,013",38,"437,616",20,"484,392"
2369,MMYT,62.32 %,65,"$1,217",54,"5,546,827",49,"5,883,197",126,"40,545,627",23,"1,325,971",15,"3,077,451"
2370,MNDO,17.89 %,20,$11,7,"52,821",4,"11,663",22,"3,575,667",1,500,0,0
2371,MNDT,80.86 %,240,"$3,266",107,"12,853,410",181,"19,591,183",359,"194,062,396",25,"2,482,751",84,"12,522,008"
2372,MNDY,59.59 %,44,"$9,011",68,"2,983,792",39,"1,367,069",122,"26,295,851",50,"1,674,316",22,"331,518"
2373,MNKD,42.34 %,251,$506,86,"6,877,185",56,"9,445,796",198,"106,387,852",31,"2,063,612",14,"296,149"
2374,MNMD,13.06 %,341,$91,97,"9,113,231",50,"2,217,850",192,"44,507,779",41,"1,965,610",17,"403,875"
2375,MNOV,15.60 %,49,$34,13,"362,944",34,"1,126,474",57,"7,648,480",2,"22,261",18,"366,878"
2376,MNPR,1.57 %,13,$1,3,"13,060",4,"2,154",9,"197,666",0,0,1,58
2377,MNRO,105.28 %,34,"$2,154",94,"1,169,961",88,"1,355,935",220,"35,312,640",20,"182,994",18,"337,791"
2378,MNSB,41.22 %,8,$76,23,"203,666",16,"319,133",47,"3,130,783",2,"14,331",6,"155,720"
2379,MNST,64.44 %,529,"$30,216",354,"15,480,799",316,"13,445,687",780,"340,955,795",64,"2,632,525",67,"1,483,086"
2380,MNTK,4.35 %,144,$62,13,"4,052,300",14,"633,206",28,"6,244,854",8,"3,591,412",8,"405,178"
2381,MNTS,7.54 %,81,$42,30,"5,323,498",33,"1,732,742",75,"6,076,362",23,"4,675,625",20,"953,586"
2382,MNTSW,09/30/2021,"83,840","$2,790",09/30/2021,"2,225,000",New,"$2,648",-14.544%,"$2,003",09/30/2021,"230,035",New,$274
2383,MNTV,79.34 %,149,"$2,421",95,"10,739,878",64,"10,040,259",191,"118,164,332",24,"1,112,123",21,"5,261,247"
2384,MNTX,47.38 %,20,$62,20,"242,203",17,"547,443",45,"9,445,066",3,"10,749",4,"369,338"
2385,MODV,103.52 %,14,"$2,089",66,"1,212,612",121,"937,553",214,"14,492,911",18,"295,260",19,"93,357"
2386,MOFG,65.43 %,16,$345,38,"665,875",32,"478,856",88,"10,267,847",7,"484,272",3,"104,927"
2387,MOGO,12.97 %,70,$46,25,"862,408",26,"3,252,678",57,"9,112,838",8,"273,823",11,"1,821,156"
2388,MOHO,0.38 %,126,$0,3,"289,544",1,"46,854",4,"485,563",1,"187,071",1,"46,854"
2389,MOLN,4.36 %,32,$17,2,"499,563",12,"808,601",17,"1,407,964",2,"499,563",8,"527,530"
2390,MOMO,23.09 %,412,"$1,200",103,"9,099,901",99,"15,693,614",238,"95,041,095",32,"2,648,184",37,"5,926,683"
